node_id,dx,dy,dz,max_stress
1008,-0.0884032,-0.012227,-6.51071,381.314
10080,-0.015903,0.00282619,0.00320205,3.21684
10081,-0.0177344,0.00284571,0.00331008,3.28366
10082,-0.0195405,0.00286602,0.00341991,3.3497
10083,-0.0165165,0.00268389,0.00314089,3.20851
10084,-0.0153236,0.00252568,0.00297551,3.13256
10085,-0.014165,0.00237166,0.00281464,3.05636
10086,-0.0137151,0.0025086,0.00287904,3.06896
10087,-0.0169238,0.00254403,0.00307411,3.19578
10088,-0.0215333,0.00335787,0.00384542,3.50836
10089,-0.0202465,0.00318403,0.00366325,3.43367
1009,-0.0809835,0.00417783,-6.35842,322.76
10090,-0.0189811,0.00301313,0.00348479,3.35913
10091,-0.0181904,0.00316197,0.0035432,3.36342
10092,-0.0222563,0.00320509,0.00378385,3.50232
10093,-0.00527385,0.00273811,0.00260956,2.80657
10094,-0.00693855,0.00274938,0.0027013,2.87405
10095,-0.00866753,0.00276203,0.00279627,2.94326
10096,-0.0104335,0.00277595,0.00289348,3.01141
10097,-0.0122414,0.00279136,0.00299385,3.08062
10098,-0.00643795,0.00259412,0.0025644,2.80874
10099,-0.00594543,0.0024425,0.0024306,2.74303
101,-1.74019e-34,-6.13889e-35,-7.0,0.0
1010,-0.0748026,0.0172999,-6.18334,303.889
10100,-0.00546273,0.00229452,0.00229984,2.67593
10101,-0.00451288,0.00243278,0.0023476,2.67838
10102,-0.0105237,0.0024785,0.00269305,2.93954
10103,-0.00895913,0.00246537,0.00260334,2.87385
10104,-0.00743293,0.00245334,0.00251598,2.80893
10105,-0.00968866,0.00261884,0.00274676,2.94288
10106,-0.00824909,0.00231554,0.00246331,2.80375
10107,-0.00845718,0.00323489,0.00312847,3.06185
10108,-0.00795377,0.00306993,0.00298362,3.00083
10109,-0.0074437,0.00290792,0.00284095,2.93767
1011,-0.063803,0.0350219,-5.8312,271.257
10110,-0.0060433,0.00305719,0.00288289,2.93037
10111,-0.0140321,0.00312034,0.00330989,3.21917
10112,-0.0119591,0.00310072,0.00319653,3.14546
10113,-0.00993943,0.00308467,0.00308881,3.07371
10114,-0.0127331,0.00326849,0.00335284,3.21082
10115,-0.0111905,0.00293661,0.0030434,3.07868
10116,-0.0206925,0.00563125,0.00972632,8.05836
10117,-0.0269036,0.00554002,0.00942744,7.64167
10118,-0.0317211,0.00546088,0.00915887,7.20842
10119,-0.0358441,0.00538793,0.00889691,6.77173
1012,-0.0643584,0.0388957,-5.87641,267.542
10120,-0.0392305,0.00532201,0.00864746,6.39207
10121,-0.0420215,0.00526065,0.00840416,6.00312
10122,-0.0442434,0.00520417,0.00816888,5.64543
10123,-0.0459451,0.0051512,0.00793942,5.31476
10124,-0.0471684,0.00510167,0.00771506,5.05202
10125,-0.0479304,0.00505494,0.00749629,4.9096
10126,-0.0482647,0.00501076,0.00728212,4.82756
10127,-0.0481953,0.00496882,0.00707331,4.76295
10128,-0.0477492,0.0049287,0.00686877,4.69862
10129,-0.0469562,0.00489043,0.00666934,4.63458
1013,-0.0741461,0.00711338,-6.03683,324.523
10130,-0.0458429,0.00485357,0.00647448,4.56699
10131,-0.04444,0.00481828,0.00628446,4.49766
10132,-0.0427861,0.00478439,0.00610013,4.42578
10133,-0.0409006,0.00475187,0.00592031,4.35169
10134,-0.0388427,0.00472114,0.00574755,4.27684
10135,-0.0564256,0.00715969,0.00970665,6.56117
10136,-0.0561502,0.00694557,0.00941727,6.25075
10137,-0.0557459,0.00673176,0.00912611,5.96366
10138,-0.0552083,0.0065196,0.00883846,5.69138
10139,-0.0545426,0.00630874,0.00855423,5.4732
1014,-0.0843982,-0.00611925,-6.37584,358.364
10140,-0.0537574,0.00609968,0.00827357,5.28522
10141,-0.0528626,0.00589283,0.00799786,5.14544
10142,-0.0518638,0.00568792,0.00772568,5.0239
10143,-0.0507692,0.00548544,0.00745704,4.91903
10144,-0.0495843,0.00528501,0.00719202,4.82027
10145,-0.048309,0.00508664,0.00692878,4.72634
10146,-0.0532592,0.00606329,0.00804325,5.17346
10147,-0.0523385,0.0060285,0.00781854,5.07683
10148,-0.051019,0.00599477,0.00759762,4.97867
10149,-0.0493403,0.00596229,0.00738202,4.88297
1015,-0.0718707,0.0263696,-6.17338,269.691
10150,-0.0473433,0.00593135,0.00717249,4.78528
10151,-0.0533889,0.00623743,0.00808622,5.20265
10152,-0.0543477,0.00644817,0.00835734,5.34115
10153,-0.055206,0.00666017,0.00863086,5.51323
10154,-0.0559616,0.00687379,0.00890771,5.704
10155,-0.0566001,0.00708786,0.00918297,5.92889
10156,-0.0550158,0.00648303,0.00859493,5.48856
10157,-0.0563242,0.00690873,0.00915932,5.94378
10158,-0.0498016,0.0063512,0.00767257,4.97771
10159,-0.0517025,0.0063821,0.00789519,5.093
1016,-0.0843375,-0.00173242,-6.4846,332.143
10160,-0.0532295,0.00641451,0.00812344,5.20982
10161,-0.0505548,0.00617127,0.00763695,4.98555
10162,-0.054651,0.0070229,0.00868138,5.49833
10163,-0.0537622,0.00680828,0.00841887,5.34582
10164,-0.0527704,0.00659436,0.00815544,5.2146
10165,-0.0520015,0.00677765,0.00818301,5.19903
10166,-0.0550939,0.00684038,0.00866029,5.50624
10167,-0.0459201,0.0050146,0.00653193,4.58646
10168,-0.0473454,0.00521315,0.00678313,4.6761
10169,-0.0487013,0.00541381,0.00703681,4.76937
1017,-0.0746669,0.0207109,-6.35398,261.766
10170,-0.0499903,0.00561658,0.00729408,4.86493
10171,-0.051204,0.00582156,0.00755456,4.96808
10172,-0.0486315,0.0052483,0.00698502,4.7491
10173,-0.0511154,0.00565147,0.00750721,4.94433
10174,-0.041835,0.00511583,0.00621029,4.44065
10175,-0.0439048,0.00514663,0.00639482,4.52073
10176,-0.045761,0.00517923,0.00658658,4.59946
10177,-0.0424204,0.00494809,0.00615575,4.43612
10178,-0.0480626,0.00575524,0.00713024,4.78833
10179,-0.0467285,0.00555021,0.00688186,4.69591
1018,-0.0799911,0.0086848,-6.44942,291.775
10180,-0.0453396,0.00534733,0.00663659,4.60788
10181,-0.0446765,0.00551933,0.00668502,4.60874
10182,-0.0485164,0.00558276,0.00708545,4.78102
10183,-0.023287,0.00668836,0.0111033,9.4436
10184,-0.0282352,0.00662501,0.0108729,9.10051
10185,-0.0338282,0.00654914,0.0105823,8.57635
10186,-0.0386358,0.00648029,0.010299,8.09675
10187,-0.0427552,0.00641731,0.0100197,7.63137
10188,-0.0461545,0.00635967,0.00974751,7.18239
10189,-0.0488493,0.00630853,0.00948688,6.75947
1019,-0.0715181,0.0280332,-6.22841,258.576
10190,-0.0509236,0.00626124,0.00923267,6.35643
10191,-0.0524122,0.00621744,0.00898549,5.98215
10192,-0.0533584,0.00617646,0.00874432,5.65983
10193,-0.0537985,0.00613702,0.00850605,5.42331
10194,-0.0484887,0.00733409,0.010824,8.28342
10195,-0.0494118,0.00711579,0.0104967,7.86343
10196,-0.0501127,0.00689886,0.0101728,7.47114
10197,-0.0506017,0.00668395,0.00985287,7.08014
10198,-0.0508552,0.00647157,0.00954083,6.71705
10199,-0.0520785,0.0070686,0.010218,7.41758
1020,-0.0773921,0.0138675,-6.33928,286.136
10200,-0.0540616,0.00702527,0.0099462,6.99593
10201,-0.0554094,0.00698406,0.00967842,6.6002
10202,-0.0538379,0.00724063,0.0102521,7.36124
10203,-0.0537747,0.00638592,0.00903832,5.9728
10204,-0.0540408,0.00659726,0.00933601,6.29396
10205,-0.054136,0.00681038,0.00963922,6.64449
10206,-0.0526241,0.00663899,0.00959123,6.6717
10207,-0.0548935,0.00655726,0.00908416,5.95696
10208,-0.0264631,0.00741034,0.0118986,10.2435
10209,-0.0313984,0.00734795,0.0116579,9.8224
1021,-0.0639206,0.02753,-5.80264,290.267
10210,-0.0370405,0.00728105,0.0113608,9.31556
10211,-0.041868,0.00722127,0.0110709,8.82795
10212,-0.0460234,0.00716583,0.0107802,8.32413
10213,-0.0345607,0.00750909,0.0117287,9.77628
10214,-0.0447073,0.00738575,0.011116,8.75968
10215,-0.043271,0.0070031,0.0107364,8.39116
10216,-0.0444328,0.00678725,0.0104059,7.98105
10217,-0.0454116,0.00657226,0.0100745,7.5812
10218,-0.0478742,0.00673326,0.0101258,7.52076
10219,-0.0331334,0.00713313,0.0113372,9.36733
1022,-0.0624931,0.0227349,-5.74796,288.99
10220,-0.034668,0.00692055,0.0110194,9.00305
10221,-0.03682,0.00669877,0.0106565,8.5631
10222,-0.0399968,0.00685033,0.0107085,8.49214
10223,-0.0276388,0.00701074,0.0113781,9.60836
10224,-0.0314994,0.0067707,0.0109492,9.05484
10225,-0.0465411,0.00615236,0.0094378,6.82705
10226,-0.0467431,0.0059473,0.00913169,6.47937
10227,-0.0467632,0.00574539,0.00883098,6.15717
10228,-0.0466176,0.00554571,0.00853384,5.84762
10229,-0.0463618,0.00534732,0.00823463,5.56401
1023,-0.085946,-0.0263432,-6.19256,446.721
10230,-0.0488941,0.00589687,0.00888313,6.08053
10231,-0.0504795,0.00584984,0.0086407,5.70046
10232,-0.0515371,0.00580607,0.00840447,5.36119
10233,-0.0520996,0.00576485,0.00817403,5.18636
10234,-0.0521994,0.0057254,0.00794708,5.0975
10235,-0.0507794,0.00605451,0.00893492,6.02455
10236,-0.0527938,0.00596967,0.0084574,5.39907
10237,-0.048755,0.00525064,0.00777893,5.0076
10238,-0.0494494,0.00544849,0.00806547,5.15656
10239,-0.0500338,0.00564811,0.00835131,5.39295
1024,-0.0740086,-0.00647699,-5.95163,343.534
10240,-0.048291,0.00549557,0.00829671,5.47461
10241,-0.050169,0.00532292,0.00740294,4.8857
10242,-0.050361,0.00536273,0.00761921,4.9509
10243,-0.0501311,0.00540442,0.00783954,5.01179
10244,-0.0493296,0.00516471,0.00734433,4.85419
10245,-0.0512875,0.00556277,0.00789482,5.05407
10246,-0.0396427,0.00627167,0.00997889,7.71584
10247,-0.04044,0.00606555,0.00966228,7.34717
10248,-0.0411216,0.00586086,0.00934335,6.99185
10249,-0.0415933,0.00565871,0.00902839,6.64036
1025,-0.0850523,-0.0187936,-6.23477,412.081
10250,-0.0419065,0.00545844,0.00871417,6.31399
10251,-0.0439268,0.00600406,0.00939357,6.90659
10252,-0.0443984,0.00560021,0.00877799,6.23792
10253,-0.0241222,0.0063048,0.0105765,8.84112
10254,-0.030828,0.00621397,0.0102473,8.31673
10255,-0.0360465,0.00613631,0.00995089,7.83244
10256,-0.0296246,0.00641827,0.0105588,8.65503
10257,-0.0326177,0.00600059,0.00989516,7.91667
10258,-0.0341006,0.00579061,0.00954821,7.49526
10259,-0.0350891,0.00558788,0.00922038,7.11977
1026,-0.0746002,-0.000467606,-6.00429,339.788
10260,-0.0381756,0.00572205,0.00928503,7.06215
10261,-0.0198056,0.0059995,0.010273,8.64386
10262,-0.0242877,0.00593766,0.0100694,8.42859
10263,-0.0295309,0.00586099,0.0098057,7.93636
10264,-0.027586,0.00607367,0.0101616,8.3783
10265,-0.0257033,0.00573749,0.00974668,7.9728
10266,-0.0469963,0.00486011,0.00721141,4.80966
10267,-0.0459411,0.00466749,0.00693086,4.71716
10268,-0.0447728,0.0044759,0.00665104,4.62143
10269,-0.0434996,0.00428659,0.00637579,4.52914
1027,-0.106133,-0.0565488,-6.64077,803.848
10270,-0.0421288,0.00409908,0.0061044,4.43639
10271,-0.040674,0.00391393,0.00583762,4.34554
10272,-0.0391461,0.00373122,0.00557589,4.25555
10273,-0.0375548,0.00355094,0.00531876,4.1666
10274,-0.0359115,0.0033733,0.00506656,4.0788
10275,-0.0342237,0.00319821,0.00481903,3.99151
10276,-0.0325003,0.00302579,0.00457606,3.90507
10277,-0.0307497,0.00285608,0.00433792,3.81874
10278,-0.0289777,0.00268907,0.00410407,3.73257
10279,-0.0402382,0.00387194,0.00566662,4.28404
1028,-0.0967901,-0.0422974,-6.42109,536.256
10280,-0.0395512,0.00383196,0.00550001,4.22575
10281,-0.0386271,0.00379356,0.00533655,4.16743
10282,-0.0374915,0.003757,0.00517732,4.10911
10283,-0.0361598,0.00372202,0.00502159,4.04914
10284,-0.0346567,0.00368876,0.00486987,3.9879
10285,-0.0329945,0.00365702,0.00472141,3.92469
10286,-0.0311989,0.0036269,0.00457675,3.85984
10287,-0.0292609,0.00359937,0.00443463,3.79258
10288,-0.0391851,0.00394005,0.00541623,4.19505
10289,-0.0408436,0.00412563,0.0056594,4.28076
1029,-0.0995011,-0.0404352,-6.60906,563.643
10290,-0.0424575,0.00431351,0.00590639,4.36814
10291,-0.0440216,0.00450378,0.00615754,4.45565
10292,-0.045521,0.00469597,0.00641144,4.54474
10293,-0.0419112,0.00416318,0.00583216,4.34115
10294,-0.0427263,0.00420255,0.00600945,4.40182
10295,-0.0432618,0.00424355,0.00619026,4.46285
10296,-0.0411673,0.00401604,0.00575253,4.31362
10297,-0.0469593,0.00477428,0.0068022,4.67098
10298,-0.045633,0.00458195,0.00653524,4.58101
10299,-0.0442168,0.00439109,0.00627018,4.49097
1030,-0.0941846,-0.0340776,-6.45117,502.848
10300,-0.0449766,0.00454195,0.00634397,4.5181
10301,-0.0459622,0.00462365,0.00673052,4.64466
10302,-0.0324847,0.00396057,0.00485584,3.95274
10303,-0.0344947,0.00399082,0.00500948,4.02203
10304,-0.0363469,0.00402228,0.0051658,4.0895
10305,-0.0380371,0.00405528,0.00532615,4.15493
10306,-0.0395437,0.00408962,0.00549063,4.21853
10307,-0.0328485,0.00380746,0.00479108,3.94121
10308,-0.0363557,0.00387069,0.00509595,4.07165
10309,-0.0393375,0.00455784,0.00568737,4.2689
1031,-0.110322,-0.0592034,-6.79156,848.715
10310,-0.0377497,0.0043663,0.00545821,4.18592
10311,-0.0361291,0.00417724,0.00523187,4.10418
10312,-0.0357215,0.00433566,0.00529623,4.11493
10313,-0.0427931,0.00446714,0.00597561,4.39085
10314,-0.041318,0.0044321,0.00579825,4.32455
10315,-0.0396311,0.00439847,0.0056261,4.25632
10316,-0.0429002,0.00462401,0.00603941,4.41103
10317,-0.0396925,0.00424243,0.00556019,4.23985
10318,-0.025231,0.00255389,0.0036281,3.52133
10319,-0.0269812,0.00271666,0.00383586,3.60518
1032,-0.102387,-0.0355278,-6.79621,509.517
10320,-0.0287417,0.00288266,0.00404818,3.68918
10321,-0.0305072,0.00305175,0.00426511,3.77243
10322,-0.0322712,0.00322384,0.00448652,3.85652
10323,-0.0340276,0.0033988,0.00471239,3.93998
10324,-0.03577,0.00357656,0.00494268,4.02477
10325,-0.0316694,0.0030855,0.00439831,3.82751
10326,-0.0326884,0.0031212,0.00453519,3.88206
10327,-0.0335436,0.00315867,0.00467518,3.93627
10328,-0.0309117,0.00295034,0.00430534,3.79748
10329,-0.0291258,0.00278239,0.00408023,3.71241
1033,-0.108704,-0.0475987,-6.86113,665.36
10330,-0.0273356,0.00261742,0.00385959,3.62752
10331,-0.0281109,0.00274853,0.00395635,3.65916
10332,-0.0300094,0.00281818,0.00420727,3.76537
10333,-0.0378873,0.00365034,0.00525202,4.13926
10334,-0.0361833,0.00347127,0.0050085,4.05275
10335,-0.0344479,0.00329489,0.00476955,3.96755
10336,-0.0351931,0.00343409,0.00485847,3.99651
10337,-0.0369744,0.00351009,0.00516157,4.10872
10338,-0.0230418,0.00291082,0.0036472,3.47752
10339,-0.0247102,0.0029354,0.00376484,3.53937
1034,-0.0969071,-0.0286928,-6.67759,490.015
10340,-0.0263011,0.00296172,0.00388509,3.59964
10341,-0.0278086,0.00298978,0.00400856,3.65863
10342,-0.029214,0.00301985,0.00413511,3.71612
10343,-0.0231307,0.00277,0.00357252,3.45941
10344,-0.0215736,0.00260799,0.00338447,3.37839
10345,-0.0200463,0.00244963,0.00320099,3.29746
10346,-0.0200599,0.00258514,0.00327849,3.31873
10347,-0.025749,0.00268674,0.00371849,3.55029
10348,-0.0244293,0.00265866,0.00360426,3.49417
10349,-0.0230325,0.00263246,0.00349291,3.43698
1035,-0.10306,-0.0424936,-6.73397,594.216
10350,-0.0261111,0.0028226,0.00380418,3.57684
10351,-0.0227691,0.00249812,0.0034089,3.4116
10352,-0.0295597,0.00344963,0.00436738,3.77993
10353,-0.0279264,0.00327531,0.00416213,3.69943
10354,-0.0263112,0.00310377,0.0039614,3.61987
10355,-0.0261127,0.00325068,0.0040332,3.63505
10356,-0.0326996,0.0033652,0.00456958,3.88197
10357,-0.0312315,0.00333339,0.00443051,3.82279
10358,-0.0296326,0.0033035,0.00429456,3.76175
10359,-0.032947,0.00350966,0.00464808,3.90565
1036,-0.090354,-0.0113857,-6.67646,347.349
10360,-0.0295175,0.00316007,0.00421737,3.74109
10361,-0.0151232,0.0046901,0.00839284,6.99806
10362,-0.0197833,0.00460192,0.00815864,6.77453
10363,-0.0237066,0.00452764,0.00794846,6.46756
10364,-0.0271722,0.00445797,0.00774235,6.15724
10365,-0.030225,0.00439044,0.00753611,5.86102
10366,-0.032847,0.00432683,0.00733428,5.5782
10367,-0.0350846,0.0042661,0.00713448,5.31831
10368,-0.0369226,0.00420872,0.00693923,5.08289
10369,-0.0383968,0.00415354,0.00674583,4.88159
1037,-0.0960718,-0.0230036,-6.73741,413.162
10370,-0.0395043,0.00410124,0.00655705,4.7167
10371,-0.04027,0.00405104,0.00637112,4.58978
10372,-0.0407069,0.00400335,0.00618978,4.49125
10373,-0.0408354,0.00395753,0.00601144,4.41259
10374,-0.0420494,0.00506233,0.00808724,5.71233
10375,-0.0418752,0.00486652,0.00777525,5.44728
10376,-0.0415467,0.00467163,0.007463,5.21906
10377,-0.0410331,0.00447922,0.00715594,5.02399
10378,-0.0403461,0.00428903,0.00685394,4.85937
10379,-0.043537,0.00481259,0.0075571,5.16981
1038,-0.0863644,-0.0045394,-6.57993,336.495
10380,-0.0447487,0.00476172,0.00734431,4.95361
10381,-0.0455456,0.00471333,0.00713497,4.81061
10382,-0.0454257,0.00495531,0.00763958,5.11326
10383,-0.0419066,0.00418971,0.00647148,4.59349
10384,-0.0429896,0.00437841,0.00675802,4.70349
10385,-0.04394,0.0045689,0.00704874,4.81946
10386,-0.042204,0.00442745,0.00695452,4.83918
10387,-0.0434157,0.00433133,0.00656448,4.60544
10388,-0.0366446,0.00518446,0.00855671,6.43736
10389,-0.0371739,0.004984,0.0082222,6.09815
1039,-0.0911249,-0.0153187,-6.62053,383.424
10390,-0.0374515,0.00478572,0.00789217,5.79935
10391,-0.0374935,0.00459021,0.00756772,5.52719
10392,-0.0373063,0.00439818,0.00725081,5.29148
10393,-0.0397714,0.00492341,0.00799603,5.76291
10394,-0.0394752,0.00453311,0.00735937,5.2577
10395,-0.0173432,0.00533786,0.00936883,7.79636
10396,-0.0219694,0.00527367,0.00916552,7.62289
10397,-0.0265427,0.00519342,0.00892304,7.20065
10398,-0.0305517,0.00511843,0.00868587,6.82242
10399,-0.0341287,0.005049,0.00845134,6.44959
1040,-0.0801204,0.00904871,-6.58235,266.541
10400,-0.0244309,0.00540534,0.00929915,7.65663
10401,-0.033222,0.00525134,0.00879425,6.79333
10402,-0.0315784,0.00491392,0.0083347,6.46454
10403,-0.0323076,0.00471272,0.00798963,6.13361
10404,-0.0326955,0.00451837,0.00765922,5.84344
10405,-0.0351263,0.00464959,0.00777628,5.82132
10406,-0.0239554,0.00505802,0.00878617,7.18365
10407,-0.0255555,0.00484672,0.00841377,6.79271
10408,-0.0264926,0.00465088,0.00807545,6.45833
10409,-0.029161,0.00477762,0.00819945,6.45493
1041,-0.0854407,-0.00139477,-6.6357,302.004
10410,-0.0145645,0.00502958,0.00894911,7.51481
10411,-0.0178437,0.00497111,0.00879222,7.47869
10412,-0.0218946,0.0049069,0.00860129,7.1116
10413,-0.0198798,0.00512067,0.00898148,7.52678
10414,-0.0189138,0.00478562,0.00847355,7.05171
10415,-0.0363423,0.00402268,0.0066356,4.90294
10416,-0.0356034,0.00383906,0.006337,4.74317
10417,-0.0347137,0.00365839,0.00604498,4.60014
10418,-0.033697,0.00348003,0.00575781,4.47018
10419,-0.0325719,0.003304,0.00547523,4.34873
1042,-0.076667,0.0161132,-6.45488,262.554
10420,-0.0313447,0.00313024,0.00519756,4.23572
10421,-0.0300369,0.00295813,0.0049228,4.12663
10422,-0.0344101,0.00342702,0.0055914,4.35554
10423,-0.0348509,0.00337662,0.00542925,4.25921
10424,-0.0350377,0.00332864,0.00527092,4.17968
10425,-0.034985,0.00328305,0.00511674,4.11047
10426,-0.0347079,0.00323952,0.00496587,4.04885
10427,-0.0361726,0.00355401,0.00570327,4.36257
10428,-0.0373982,0.00373373,0.00598208,4.47242
10429,-0.0385128,0.00391631,0.00626712,4.58879
1043,-0.0817287,0.00556215,-6.54192,288.397
10430,-0.0366591,0.00378505,0.00615733,4.59427
10431,-0.037902,0.00359342,0.00547875,4.22782
10432,-0.0380034,0.00363809,0.00564298,4.29594
10433,-0.0378412,0.0036847,0.00581036,4.37586
10434,-0.0365284,0.00345936,0.00537749,4.20204
10435,-0.0394007,0.00381954,0.00591401,4.39158
10436,-0.030437,0.00285866,0.00463468,3.96731
10437,-0.0319731,0.00302917,0.00489556,4.06252
10438,-0.0334488,0.00320171,0.00515996,4.15888
10439,-0.0317748,0.00307841,0.0050445,4.143
1044,-0.0753991,0.0183602,-6.50413,245.693
10440,-0.0313293,0.00289596,0.00447176,3.87351
10441,-0.0317366,0.00293809,0.00460939,3.93093
10442,-0.0319557,0.00298243,0.00475049,3.99341
10443,-0.0300476,0.00276925,0.00436212,3.84211
10444,-0.0333851,0.00310931,0.00486062,4.02002
10445,-0.0276828,0.00426864,0.00741319,5.87948
10446,-0.0279576,0.00408225,0.00708934,5.62022
10447,-0.0279896,0.00389979,0.00677341,5.38694
10448,-0.0278274,0.00371987,0.00646236,5.17304
10449,-0.0275139,0.00354148,0.00615367,4.97724
1045,-0.0654398,0.0415712,-6.22184,216.997
10450,-0.0270309,0.0033654,0.00584995,4.79811
10451,-0.0264297,0.00318991,0.00554703,4.63152
10452,-0.0297777,0.00365544,0.00628042,4.96432
10453,-0.0313933,0.00359422,0.00610268,4.77374
10454,-0.0326977,0.00353568,0.0059281,4.61088
10455,-0.0320201,0.0037734,0.00640238,4.94421
10456,-0.0324863,0.00395496,0.00670697,5.1327
10457,-0.0327643,0.0041396,0.00701807,5.34455
10458,-0.0304112,0.00401688,0.00689603,5.36744
10459,-0.0342202,0.00389548,0.00651979,4.92487
1046,-0.0678394,0.0345893,-6.34254,220.142
10460,-0.0287354,0.00306837,0.00522709,4.34282
10461,-0.0297332,0.00324212,0.00551595,4.47631
10462,-0.0306303,0.00341705,0.00580686,4.61829
10463,-0.0285266,0.00330224,0.00568089,4.62896
10464,-0.0306698,0.00318478,0.00535466,4.3476
10465,-0.0123602,0.00410141,0.00743893,6.40378
10466,-0.0164195,0.00401183,0.00722483,6.19905
10467,-0.0198491,0.003933,0.00702868,5.92351
10468,-0.0228856,0.00385839,0.00683636,5.65223
10469,-0.025538,0.00378731,0.00664734,5.40705
1047,-0.069091,0.0336431,-6.25017,235.565
10470,-0.0210576,0.00440924,0.00781482,6.47387
10471,-0.02204,0.00422015,0.00747676,6.17294
10472,-0.0225703,0.00403786,0.00715428,5.90107
10473,-0.0251941,0.0041493,0.00728111,5.88885
